A0A0A7EPL0	AT1G08910.1
Q9C5S9	AT4G23140.1
Q9C5T3	AT5G07100.1
Q9C5T4	AT4G31800.1
Q9C5T6	AT3G09570.1
Q9C5U0	AT2G01830.2
Q9C5U1	AT1G27320.1
Q9C5U2	AT5G35750.1
Q9C5U3	AT5G19990.3
Q9C5U8	AT5G63890.2
Q9C5V5	AT2G29110.2
Q9C5V6	AT3G20780.1
Q9C5W0	AT1G48300.1
Q9C5W3	AT1G21640.1
Q9C5W6	AT1G26480.1
Q9C5W7	AT1G32400.3
Q9C5W9	AT3G61830.1
Q9C5X0	AT1G15050.1
Q9C5X2	AT2G01905.1
Q9C5X3	AT1G12360.1
Q9C5X4	AT2G31650.1
Q9C5X8	AT1G16540.1
Q9C5X9	AT1G79000.1
Q9C5Y0	AT4G35790.1
Q9C5Y2	AT2G32440.2
Q9C5Y4	AT5G62410.1
Q9C5Z1	AT5G27640.3
Q9C5Z2	AT1G10840.1
Q9C5Z3	AT3G57290.1
Q9C606	AT1G25988.1
Q9C609	AT1G25682.2
Q9C613	AT1G32310.1
Q9C614	AT1G32300.1
Q9C615	AT1G32270.1
Q9C616	AT1G32240.1
Q9C618	AT1G66890.1
Q9C626	AT1G47056.1
Q9C627	AT1G46984.1
Q9C628	AT1G46912.1
Q9C629	AT1G46840.1
Q9C631	AT1G46696.1
Q9C633	AT1G46408.1
Q9C634	AT1G46336.1
Q9C635	AT1G46264.1
Q9C636	AT1G45688.1
Q9C637	AT1G45616.1
Q9C638	AT1G45545.2
Q9C639	AT1G45474.2
Q9C640	AT1G45403.1
Q9C641	AT1G45332.1
Q9C642	AT1G45230.1
Q9C646	AT1G58410.4
Q9C647	AT1G58420.1
Q9C648	AT1G58430.1
Q9C650	AT1G58450.1
Q9C652	AT1G58470.2
Q9C653	AT1G58525.1
Q9C654	AT1G57980.1
Q9C656	AT1G57906.1
Q9C658	AT1G26110.1
Q9C659	AT1G26140.1
Q9C660	AT1G26150.1
Q9C664	AT1G26190.1
Q9C666	AT1G26220.1
Q9C667	AT1G26230.1
Q9C668	AT1G26240.1
Q9C669	AT1G26250.1
Q9C670	AT1G26260.6
Q9C671	AT1G26270.1
Q9C673	AT1G26290.1
Q9C677	AT1G26320.1
Q9C680	AT1G51040.1
Q9C681	AT1G51060.1
Q9C682	AT1G51070.1
Q9C683	AT1G51080.1
Q9C684	AT1G51090.1
Q9C685	AT1G51100.1
Q9C688	AT1G51120.1
Q9C689	AT1G51130.1
Q9C690	AT1G51140.1
Q9C691	AT1G51150.1
Q9C694	AT1G57565.1
Q9C695	AT1G57560.1
Q9C698	AT1G47900.3
Q9C699	AT1G47890.1
Q9C6A1	AT1G74120.1
Q9C6A6	AT1G74170.2
Q9C6A8	AT1G74190.1
Q9C6A9	AT1G47210.2
Q9C6B2	AT1G47240.1
Q9C6B3	AT1G47260.1
Q9C6B6	AT1G73570.1
Q9C6B7	AT1G73580.1
Q9C6B8	AT1G73590.1
Q9C6B9	AT1G73600.1
Q9C6C1	AT1G60900.1
Q9C6C2	AT1G60850.4
Q9C6C3	AT1G60860.1
Q9C6C7	AT1G49870.1
Q9C6C8	AT1G49860.1
Q9C6D0	AT1G49840.1
Q9C6D2	AT1G49820.1
Q9C6D3	AT1G49810.1
Q9C6D6	AT1G35030.1
Q9C6D7	AT1G35040.1
Q9C6E4	AT1G35140.1
Q9C6E6	AT1G35150.1
Q9C6F0	AT1G35190.1
Q9C6F2	AT1G35210.1
Q9C6F5	AT1G58180.4
Q9C6F6	AT1G58120.1
Q9C6F7	AT1G58090.1
Q9C6F8	AT1G58070.1
Q9C6G0	AT1G58050.1
Q9C6G2	AT1G29710.1
Q9C6G7	AT1G55380.1
Q9C6G8	AT1G55390.1
Q9C6H1	AT1G66640.1
Q9C6H2	AT1G66630.1
Q9C6H3	AT1G66620.1
Q9C6H4	AT1G66610.1
Q9C6H5	AT1G66600.1
Q9C6I2	AT1G50980.1
Q9C6I4	AT1G50960.1
Q9C6I6	AT1G50940.1
Q9C6I7	AT1G50930.1
Q9C6I8	AT1G50920.1
Q9C6J2	AT1G50880.1
Q9C6J3	AT1G50870.1
Q9C6J6	AT1G50830.1
Q9C6J9	AT1G50790.1
Q9C6K0	AT1G50780.1
Q9C6K1	AT1G50770.1
Q9C6K2	AT1G50760.1
Q9C6K3	AT1G76880.1
Q9C6K4	AT1G76870.3
Q9C6K5	AT1G76860.1
Q9C6K9	AT1G25390.2
Q9C6L0	AT1G25400.2
Q9C6L1	AT1G25410.1
Q9C6L2	AT1G25420.1
Q9C6L5	AT1G25450.1
Q9C6L8	AT1G25480.1
Q9C6L9	AT1G25500.2
Q9C6M0	AT1G25510.1
Q9C6M1	AT1G25520.1
Q9C6M2	AT1G25530.1
Q9C6M5	AT1G25560.1
Q9C6M9	AT1G27890.1
Q9C6N1	AT1G27870.1
Q9C6N2	AT1G27860.1
Q9C6N3	AT1G27850.1
Q9C6P3	AT1G50700.1
Q9C6P5	AT1G50680.1
Q9C6P6	AT1G50650.1
Q9C6P8	AT1G50620.1
Q9C6Q1	AT1G50530.1
Q9C6Q5	AT1G50470.1
Q9C6R4	AT1G58150.1
Q9C6R9	AT1G31790.1
Q9C6S1	AT1G31810.2
Q9C6S2	AT1G31814.1
Q9C6S4	AT1G31820.1
Q9C6S5	AT1G31830.1
Q9C6S6	AT1G31840.1
Q9C6S7	AT1G31850.4
Q9C6S8	AT1G31870.2
Q9C6T0	AT1G31885.1
Q9C6T1	AT1G31910.1
Q9C6T2	AT1G31920.1
Q9C6T5	AT1G50720.1
Q9C6T7	AT1G50740.1
Q9C6U1	AT3G08500.1
Q9C6U2	AT3G08490.1
Q9C6U5	AT1G31510.1
Q9C6U6	AT1G31520.1
Q9C6U7	AT1G31530.1
Q9C6V2	AT1G31620.1
Q9C6V3	AT1G31630.1
Q9C6V4	AT1G31640.1
Q9C6W4	AT1G31740.1
Q9C6W5	AT1G31770.1
Q9C6W6	AT1G31950.1
Q9C6W7	AT1G32000.1
Q9C6W8	AT1G32010.1
Q9C6W9	AT1G32020.1
Q9C6X0	AT1G32030.1
Q9C6X2	AT1G32050.1
Q9C6X9	AT1G44080.1
Q9C6Y0	AT1G44085.1
Q9C6Y3	AT1G44110.1
Q9C6Y4	AT1G44120.2
Q9C6Y5	AT1G44130.1
Q9C6Y8	AT1G44180.3
Q9C6Z0	AT1G30090.1
Q9C6Z1	AT1G30100.1
Q9C6Z2	AT1G30110.2
Q9C6Z3	AT1G30120.1
Q9C6Z4	AT1G30130.3
Q9C6Z8	AT1G30170.1
Q9C6Z9	AT1G30190.1
Q9C701	AT1G49910.1
Q9C702	AT1G49920.2
Q9C703	AT1G49930.1
Q9C704	AT1G66440.1
Q9C707	AT1G66470.1
Q9C710	AT1G66500.1
Q9C711	AT1G66510.4
Q9C712	AT1G66520.1
Q9C713	AT1G66530.1
Q9C717	AT1G55170.1
Q9C718	AT1G55150.1
Q9C720	AT1G55130.1
Q9C723	AT1G55090.1
Q9C725	AT1G55070.1
Q9C733	AT1G48640.1
Q9C736	AT1G48670.1
Q9C737	AT1G48690.1
Q9C741	AT1G48730.1
Q9C744	AT1G48760.3
Q9C746	AT1G48780.1
Q9C748	AT1G48800.1
Q9C749	AT1G48820.1
Q9C752	AT1G30280.1
Q9C754	AT1G30260.1
Q9C757	AT1G30220.1
Q9C758	AT1G30210.2
Q9C760	AT1G42080.1
Q9C763	AT1G42190.1
Q9C768	AT3G11340.1
Q9C771	AT3G11310.1
Q9C773	AT3G11280.2
Q9C774	AT3G11270.1
Q9C776	AT3G11240.1
Q9C777	AT3G11230.2
Q9C778	AT3G11220.1
Q9C782	AT3G11060.1
Q9C787	AT1G69510.3
Q9C788	AT1G69500.1
Q9C790	AT1G69470.1
Q9C793	AT1G69440.1
Q9C794	AT1G69430.1
Q9C7A2	AT3G12360.1
Q9C7A5	AT3G12430.1
Q9C7A8	AT3G12530.3
Q9C7B1	AT3G12560.2
Q9C7C1	AT3G12090.1
Q9C7C3	AT3G12130.1
Q9C7C4	AT3G12140.2
Q9C7D2	AT3G12240.1
Q9C7D3	AT3G12230.1
Q9C7D4	AT3G12220.1
Q9C7D5	AT3G12210.2
Q9C7D6	AT3G12203.1
Q9C7D7	AT3G12180.1
Q9C7E6	AT1G28070.1
Q9C7E7	AT1G28060.3
Q9C7E8	AT1G28050.1
Q9C7E9	AT1G28040.1
Q9C7F0	AT1G28030.1
Q9C7F1	AT1G28020.1
Q9C7F2	AT1G28010.1
Q9C7F4	AT1G27990.1
Q9C7F5	AT1G27970.1
Q9C7F7	AT1G27950.1
Q9C7F8	AT1G27940.1
Q9C7F9	AT1G27930.1
Q9C7G0	AT1G27920.1
Q9C7G1	AT1G27910.1
Q9C7G4	AT1G72010.1
Q9C7G5	AT1G72020.1
Q9C7G6	AT1G72030.1
Q9C7G9	AT1G72060.1
Q9C7H2	AT1G72090.1
Q9C7H3	AT1G72100.1
Q9C7H4	AT1G72110.1
Q9C7I1	AT1G35330.1
Q9C7I3	AT1G35310.1
Q9C7I5	AT1G35290.1
Q9C7I7	AT1G35260.1
Q9C7I8	AT1G35250.1
Q9C7I9	AT1G35240.1
Q9C7J3	AT1G56180.1
Q9C7J5	AT1G56200.1
Q9C7J6	AT1G56210.1
Q9C7J8	AT1G56230.1
Q9C7J9	AT1G56240.1
Q9C7K0	AT1G56250.1
Q9C7K2	AT1G56270.1
Q9C7K7	AT1G56320.1
Q9C7M1	AT1G55030.2
Q9C7M2	AT1G55040.1
Q9C7N2	AT1G29690.1
Q9C7N3	AT1G29680.1
Q9C7N4	AT1G29670.2
Q9C7N5	AT1G29660.1
Q9C7N7	AT1G29640.1
Q9C7N9	AT1G29620.1
Q9C7P1	AT1G29600.2
Q9C7P2	AT1G29590.1
Q9C7P3	AT1G29580.1
Q9C7P4	AT1G29570.1
Q9C7P6	AT1G29550.1
Q9C7P9	AT1G29520.1
Q9C7Q1	AT1G29500.1
Q9C7Q3	AT1G29480.1
Q9C7Q8	AT1G29430.1
Q9C7R6	AT1G29340.1
Q9C7S0	AT1G42990.1
Q9C7S1	AT1G42980.1
Q9C7S3	AT1G42960.1
Q9C7S5	AT1G72300.1
Q9C7S6	AT1G72290.1
Q9C7S7	AT1G72280.1
Q9C7T1	AT1G72240.1
Q9C7T2	AT1G72230.1
Q9C7T4	AT1G72210.1
Q9C7T7	AT1G72180.1
Q9C7U1	AT1G72140.1
Q9C7U5	AT1G66250.1
Q9C7U7	AT1G66230.1
Q9C7U8	AT1G66220.1
Q9C7V1	AT1G64260.2
Q9C7V3	AT1G64290.1
Q9C7V5	AT1G64310.1
Q9C7V7	AT1G64330.1
Q9C7W0	AT1G64360.1
Q9C7W1	AT1G64370.1
Q9C7W2	AT1G64380.1
Q9C7W4	AT1G64400.1
Q9C7W7	AT1G64440.1
Q9C7X0	AT1G56510.1
Q9C7X2	AT1G56460.3
Q9C7X5	AT1G56430.1
Q9C7X6	AT1G56420.1
Q9C7X7	AT1G56410.1
Q9C7X8	AT1G56400.1
Q9C7Y2	AT1G32580.1
Q9C7Y3	AT1G32570.2
Q9C7Y4	AT1G32550.1
Q9C7Y9	AT1G47970.1
Q9C7Z1	AT1G47990.1
Q9C7Z2	AT1G48010.1
Q9C7Z7	AT1G48095.1
Q9C7Z9	AT1G33540.1
Q9C800	AT1G33530.1
Q9C801	AT1G33520.1
Q9C803	AT1G33490.1
Q9C809	AT1G33430.1
Q9C810	AT1G33420.1
Q9C811	AT1G33410.1
Q9C813	AT1G33390.2
Q9C819	AT1G52270.1
Q9C820	AT1G52280.1
Q9C821	AT1G52290.1
Q9C823	AT1G52310.1
Q9C824	AT1G52320.5
Q9C826	AT1G52340.1
Q9C827	AT1G52360.4
Q9C829	AT1G52380.4
Q9C835	AT3G66654.5
Q9C836	AT3G66656.1
Q9C842	AT1G42710.1
Q9C843	AT1G42700.1
Q9C857	AT1G31550.2
Q9C863	AT1G31460.1
Q9C864	AT1G31450.1
Q9C865	AT1G31440.1
Q9C866	AT1G31430.2
Q9C869	AT1G31400.1
Q9C870	AT1G31390.1
Q9C871	AT1G31380.1
Q9C872	AT1G31370.1
Q9C875	AT1G33330.3
Q9C876	AT1G33320.1
Q9C877	AT1G33290.1
Q9C878	AT1G33280.1
Q9C881	AT1G33250.1
Q9C882	AT1G33240.1
Q9C884	AT1G33170.1
Q9C888	AT1G55180.1
Q9C889	AT1G55190.1
Q9C890	AT1G55200.4
Q9C891	AT1G55210.2
Q9C892	AT1G55220.1
Q9C893	AT1G55230.1
Q9C895	AT1G55250.1
Q9C899	AT1G55290.1
Q9C8A4	AT1G55330.1
Q9C8A7	AT1G55360.1
Q9C8B5	AT1G35890.1
Q9C8B6	AT1G35880.1
Q9C8B7	AT1G35860.1
Q9C8B8	AT1G35850.1
Q9C8B9	AT1G35830.1
Q9C8C1	AT1G43130.1
Q9C8C2	AT1G43100.1
Q9C8C3	AT1G43090.1
Q9C8C4	AT1G43080.1
Q9C8C8	AT1G66190.1
Q9C8C9	AT1G66180.1
Q9C8D1	AT1G66160.1
Q9C8D3	AT1G66130.1
Q9C8D4	AT1G66120.1
Q9C8D5	AT1G66110.1
Q9C8D6	AT1G66100.1
Q9C8D7	AT1G66080.1
Q9C8D8	AT1G66070.2
Q9C8D9	AT1G66060.1
Q9C8E1	AT1G66040.1
Q9C8E3	AT1G66020.1
Q9C8E6	AT1G42550.1
Q9C8E7	AT1G42540.4
Q9C8F1	AT1G36730.1
Q9C8F3	AT1G36640.1
Q9C8F7	AT1G36240.1
Q9C8F8	AT1G36230.1
Q9C8G3	AT1G30320.1
Q9C8G4	AT1G30350.1
Q9C8G5	AT1G30360.1
Q9C8G6	AT1G30370.1
Q9C8G9	AT1G30400.2
Q9C8H0	AT1G30410.6
Q9C8H1	AT1G30420.1
Q9C8H3	AT1G51570.1
Q9C8H4	AT1G51620.2
Q9C8H6	AT1G51640.1
Q9C8I1	AT1G51730.1
Q9C8I6	AT1G51800.1
Q9C8J1	AT1G51380.1
Q9C8J2	AT1G51390.1
Q9C8J4	AT1G51420.4
Q9C8J6	AT1G51440.1
Q9C8J7	AT1G51450.1
Q9C8J8	AT1G51460.1
Q9C8K0	AT1G51480.1
Q9C8K1	AT1G51490.1
Q9C8K2	AT1G51500.1
Q9C8K7	AT1G51550.1
Q9C8K8	AT1G51560.1
Q9C8L2	AT1G53520.1
Q9C8L4	AT1G53580.1
Q9C8L6	AT1G53600.2
Q9C8L7	AT1G53610.1
Q9C8L8	AT1G53620.1
Q9C8L9	AT1G53645.1
Q9C8M0	AT1G53650.1
Q9C8M1	AT1G53660.3
Q9C8M2	AT1G53670.1
Q9C8M3	AT1G53680.1
Q9C8M4	AT1G53690.2
Q9C8M5	AT1G53700.1
Q9C8M9	AT1G53730.1
Q9C8N0	AT1G53760.1
Q9C8N5	AT1G34370.2
Q9C8N7	AT1G34390.1
Q9C8N8	AT1G34400.1
Q9C8N9	AT1G34410.1
Q9C8P0	AT1G34430.1
Q9C8P1	AT1G34440.1
Q9C8P4	AT1G35410.1
Q9C8P7	AT1G35440.1
Q9C8P8	AT1G35460.1
Q9C8Q1	AT1G35500.1
Q9C8Q4	AT1G41820.1
Q9C8R5	AT1G30060.1
Q9C8R6	AT1G30050.1
Q9C8R7	AT1G30020.1
Q9C8R8	AT1G30010.1
Q9C8S1	AT1G29980.1
Q9C8S6	AT1G63220.1
Q9C8S9	AT1G63250.1
Q9C8T1	AT1G63270.1
Q9C8T2	AT1G63280.1
Q9C8T3	AT1G63290.1
Q9C8T4	AT1G63300.1
Q9C8T5	AT1G63310.1
Q9C8T7	AT1G63330.3
Q9C8T8	AT1G63340.1
Q9C8T9	AT1G63350.1
Q9C8U0	AT1G63370.1
Q9C8U2	AT1G33830.1
Q9C8U4	AT1G33870.1
Q9C8U5	AT1G33880.2
Q9C8U6	AT1G33890.2
Q9C8U7	AT1G33900.1
Q9C8U8	AT1G33910.1
Q9C8U9	AT1G33920.1
Q9C8V0	AT1G33930.1
Q9C8V1	AT1G33940.2
Q9C8V2	AT1G33950.1
Q9C8V8	AT1G36000.1
Q9C8V9	AT1G36020.1
Q9C8W0	AT1G36030.1
Q9C8W1	AT1G36050.2
Q9C8W3	AT1G71990.1
Q9C8W5	AT1G71970.1
Q9C8W7	AT1G71950.1
Q9C8W9	AT1G71930.2
Q9C8X0	AT1G71910.2
Q9C8X2	AT1G71890.1
Q9C8X4	AT1G36390.2
Q9C8X7	AT1G36340.2
Q9C8X8	AT1G36320.1
Q9C8Y1	AT1G66400.1
Q9C8Y2	AT1G66360.1
Q9C8Y3	AT1G66350.1
Q9C8Y4	AT1G66330.2
Q9C8Y5	AT1G66320.1
Q9C8Y6	AT1G66310.1
Q9C8Y7	AT1G66300.1
Q9C8Y8	AT1G66290.1
Q9C8Y9	AT1G66280.1
Q9C8Z3	AT3G06520.2
Q9C8Z4	AT3G06530.1
Q9C8Z9	AT3G06590.4
Q9C900	AT3G06600.3
Q9C901	AT3G06610.1
Q9C902	AT3G06620.1
Q9C907	AT1G74210.1
Q9C908	AT1G74220.1
Q9C909	AT1G74230.1
Q9C911	AT1G74250.1
Q9C912	AT1G74270.1
Q9C913	AT1G74280.1
Q9C914	AT1G74290.1
Q9C915	AT1G74300.1
Q9C918	AT1G53025.2
Q9C919	AT1G53010.1
Q9C920	AT1G53000.2
Q9C923	AT1G52980.1
Q9C924	AT1G52970.1
Q9C926	AT1G52950.1
Q9C927	AT2G18130.1
Q9C928	AT1G52930.1
Q9C930	AT1G52910.1
Q9C931	AT1G52900.1
Q9C932	AT1G52890.1
Q9C933	AT1G52870.2
Q9C936	AT1G52820.1
Q9C937	AT1G52810.1
Q9C938	AT1G52800.1
Q9C939	AT1G52790.1
Q9C941	AT1G52770.1
Q9C942	AT1G52760.1
Q9C944	AT1G52740.1
Q9C947	AT1G61070.1
Q9C948	AT1G61060.1
Q9C950	AT1G61040.3
Q9C951	AT1G61030.1
Q9C952	AT1G61010.5
Q9C955	AT1G60980.1
Q9C958	AT1G60940.2
Q9C960	AT1G60920.1
Q9C963	AT1G60880.1
Q9C965	AT1G80400.1
Q9C966	AT1G80390.1
Q9C968	AT1G80370.1
Q9C969	AT1G80360.4
Q9C971	AT1G80330.1
Q9C972	AT1G80320.1
Q9C975	AT1G80290.2
Q9C976	AT1G80280.1
Q9C977	AT1G80270.5
Q9C983	AT1G69310.4
Q9C989	AT1G71190.1
Q9C991	AT1G71170.1
Q9C992	AT1G71160.1
Q9C993	AT1G71150.1
Q9C994	AT1G71140.1
Q9C995	AT1G71130.1
Q9C996	AT1G71120.1
Q9C998	AT1G71100.1
Q9C999	AT1G71090.1
Q9C9A0	AT1G71080.1
Q9C9A1	AT1G71070.1
Q9C9A2	AT1G71060.1
Q9C9A3	AT1G71050.1
Q9C9A5	AT1G71030.1
Q9C9A6	AT1G71020.1
Q9C9A9	AT1G73870.1
Q9C9B0	AT1G73880.1
Q9C9B1	AT1G73890.1
Q9C9B2	AT1G73910.2
Q9C9B4	AT1G73930.2
Q9C9B5	AT1G73940.1
Q9C9B9	AT1G73980.3
Q9C9C0	AT1G73990.1
Q9C9C2	AT1G74010.1
Q9C9C4	AT1G74030.1
Q9C9C5	AT1G74050.1
Q9C9C6	AT1G74060.1
Q9C9C8	AT1G74080.1
Q9C9C9	AT1G74090.1
Q9C9D0	AT1G74100.1
Q9C9D1	AT1G74110.1
Q9C9D4	AT1G72350.1
Q9C9E1	AT1G72430.1
Q9C9E3	AT1G72450.1
Q9C9E4	AT1G72460.1
Q9C9E5	AT1G72470.1
Q9C9E6	AT1G72480.1
Q9C9E9	AT1G72510.2
Q9C9F0	AT1G68150.1
Q9C9F4	AT1G68190.2
Q9C9F5	AT1G68200.5
Q9C9F6	AT1G68210.1
Q9C9F7	AT1G68220.1
Q9C9G0	AT1G68250.1
Q9C9G2	AT1G68270.1
Q9C9G4	AT1G68290.1
Q9C9G5	AT1G68300.1
Q9C9G6	AT1G68310.2
Q9C9G7	AT1G68320.1
Q9C9H0	AT1G68350.1
Q9C9H1	AT1G68360.1
Q9C9H5	AT1G71380.1
Q9C9H6	AT1G71390.2
Q9C9H7	AT1G71400.1
Q9C9H8	AT1G71410.2
Q9C9H9	AT1G71420.1
Q9C9I0	AT1G71430.1
Q9C9I2	AT1G71450.1
Q9C9I3	AT1G71460.1
Q9C9I4	AT1G71470.1
Q9C9I6	AT1G71490.1
Q9C9I7	AT1G71500.1
Q9C9I8	AT1G71520.1
Q9C9I9	AT1G71530.1
Q9C9J0	AT1G71680.1
Q9C9J1	AT1G71690.1
Q9C9J7	AT1G76610.1
Q9C9J8	AT1G76600.1
Q9C9K1	AT1G76570.1
Q9C9K2	AT1G76560.1
Q9C9K3	AT1G76550.1
Q9C9K4	AT1G76530.2
Q9C9K5	AT1G76520.2
Q9C9K7	AT1G76500.1
Q9C9L0	AT1G69670.2
Q9C9L2	AT1G69690.1
Q9C9L3	AT1G69710.2
Q9C9L4	AT1G69720.3
Q9C9L5	AT1G69730.1
Q9C9L6	AT1G69750.5
Q9C9L7	AT1G69760.1
Q9C9M0	AT1G66650.1
Q9C9M1	AT1G66680.1
Q9C9M2	AT1G66690.1
Q9C9M3	AT1G66700.1
Q9C9M4	AT1G66720.1
Q9C9M6	AT1G66740.1
Q9C9M7	AT1G66750.1
Q9C9M8	AT1G66760.2
Q9C9M9	AT1G66770.1
Q9C9N3	AT1G66810.3
Q9C9N4	AT1G66820.1
Q9C9N5	AT1G66830.1
Q9C9N6	AT1G66840.2
Q9C9N7	AT1G66850.1
Q9C9N8	AT1G66860.1
Q9C9P3	AT1G74910.2
Q9C9P4	AT1G74960.3
Q9C9P9	AT1G75030.1
Q9C9Q4	AT1G75100.1
Q9C9Q5	AT1G75110.1
Q9C9Q6	AT1G75120.1
Q9C9Q8	AT1G78240.2
Q9C9R3	AT1G78190.1
Q9C9R4	AT1G78180.1
Q9C9R6	AT1G78160.2
Q9C9R9	AT1G78130.1
Q9C9S0	AT1G78120.1
Q9C9S1	AT1G78110.1
Q9C9S2	AT1G78100.1
Q9C9S4	AT1G78090.1
Q9C9T0	AT1G73820.2
Q9C9T1	AT1G73810.1
Q9C9T2	AT1G73805.1
Q9C9T3	AT1G73790.1
Q9C9T4	AT1G73780.1
Q9C9T5	AT1G73770.2
Q9C9T6	AT1G73760.1
Q9C9T8	AT1G73740.1
Q9C9U0	AT1G73710.1
Q9C9U1	AT1G73700.1
Q9C9U2	AT1G73690.1
Q9C9U3	AT1G73680.1
Q9C9U4	AT1G73670.1
Q9C9U5	AT1G73660.1
Q9C9U7	AT1G73640.1
Q9C9U8	AT1G73630.1
Q9C9U9	AT1G73620.1
Q9C9V0	AT1G73610.1
Q9C9V2	AT1G67860.1
Q9C9V4	AT1G67880.1
Q9C9V6	AT1G67900.6
Q9C9V7	AT1G67910.2
Q9C9V8	AT1G67920.1
Q9C9V9	AT1G67930.1
Q9C9W0	AT1G67940.1
Q9C9W3	AT1G67980.1
Q9C9W4	AT1G67990.1
Q9C9W5	AT1G68010.1
Q9C9W8	AT1G68040.1
Q9C9W9	AT1G68050.1
Q9C9X0	AT1G68060.1
Q9C9X1	AT1G68070.1
Q9C9X3	AT1G68090.1
Q9C9X5	AT1G68110.1
Q9C9X6	AT1G68120.1
Q9C9X7	AT1G68130.1
Q9C9X8	AT1G68140.4
Q9C9X9	AT3G08810.1
Q9C9Y1	AT3G08790.1
Q9C9Y3	AT3G08760.3
Q9C9Y4	AT3G08750.1
Q9C9Y6	AT3G08710.3
Q9C9Y7	AT3G08700.2
Q9C9Y8	AT3G08680.2
Q9C9Y9	AT3G08670.1
Q9C9Z0	AT3G08660.1
Q9C9Z1	AT3G08650.2
Q9C9Z2	AT3G08640.1
Q9C9Z3	AT3G08630.1
Q9C9Z5	AT3G08610.1
Q9C9Z6	AT3G08600.1
Q9C9Z7	AT3G08570.1
Q9C9Z8	AT3G08560.1
Q9C9Z9	AT3G08550.1
Q9CA02	AT3G49510.1
Q9CA04	AT3G49480.2
Q9CA10	AT3G49330.2
Q9CA11	AT3G49310.1
Q9CA15	AT1G77790.1
Q9CA16	AT1G77780.1
Q9CA19	AT1G77750.1
Q9CA21	AT1G77730.1
Q9CA23	AT1G77710.1
Q9CA24	AT1G77700.1
Q9CA25	AT1G77690.1
Q9CA27	AT1G68550.2
Q9CA28	AT1G68540.1
Q9CA30	AT1G68510.1
Q9CA32	AT1G68490.1
Q9CA34	AT1G68470.1
Q9CA36	AT1G68450.1
Q9CA40	AT1G68760.1
Q9CA41	AT1G68780.1
Q9CA42	AT1G68790.1
Q9CA45	AT1G68870.1
Q9CA46	AT1G68880.1
Q9CA51	AT1G74660.1
Q9CA52	AT1G74650.1
Q9CA54	AT1G74630.1
Q9CA55	AT1G74620.1
Q9CA56	AT1G74600.1
Q9CA57	AT1G74590.1
Q9CA58	AT1G74580.3
Q9CA59	AT1G74560.1
Q9CA60	AT1G74550.1
Q9CA61	AT1G74540.1
Q9CA63	AT1G74510.3
Q9CA64	AT1G74500.1
Q9CA66	AT1G74480.1
Q9CA67	AT1G74470.1
Q9CA68	AT1G74460.1
Q9CA69	AT1G74450.1
Q9CA70	AT1G74440.2
Q9CA71	AT1G74420.1
Q9CA73	AT1G74400.1
Q9CA74	AT1G74390.2
Q9CA75	AT1G74380.1
Q9CA76	AT1G74370.1
Q9CA78	AT1G74350.1
Q9CA79	AT1G74340.2
Q9CA83	AT1G79750.1
Q9CA85	AT1G79770.1
Q9CA86	AT1G79810.1
Q9CA89	AT1G79860.1
Q9CA90	AT1G79870.1
Q9CA92	AT1G79890.1
Q9CA93	AT1G79900.1
Q9CA98	AT1G79970.1
Q9CAA0	AT1G79990.1
Q9CAA4	AT1G69010.1
Q9CAA5	AT1G68980.1
Q9CAA6	AT1G68960.1
Q9CAA7	AT1G68940.1
Q9CAA8	AT1G68930.1
Q9CAA9	AT1G68920.4
Q9CAB6	AT1G70660.1
Q9CAB7	AT1G70670.1
Q9CAB8	AT1G70680.1
Q9CAC1	AT1G70710.1
Q9CAC3	AT1G70740.1
Q9CAC4	AT1G70750.1
Q9CAC5	AT1G70760.1
Q9CAC7	AT1G63600.1
Q9CAC8	AT1G63610.1
Q9CAD0	AT1G63650.3
Q9CAD1	AT1G63660.1
Q9CAD2	AT1G63670.4
Q9CAD5	AT1G63700.2
Q9CAD6	AT1G63710.1
Q9CAD8	AT1G63730.1
Q9CAD9	AT1G63740.2
Q9CAE0	AT1G63750.3
Q9CAE3	AT3G10390.3
Q9CAE4	AT3G10400.1
Q9CAE7	AT3G10430.1
Q9CAE8	AT3G10460.1
Q9CAE9	AT3G10510.1
Q9CAF2	AT3G10620.1
Q9CAF4	AT3G10650.2
Q9CAF5	AT3G10670.1
Q9CAF6	AT3G10690.1
Q9CAF9	AT1G67620.1
Q9CAG1	AT1G67580.2
Q9CAG3	AT1G67560.1
Q9CAG5	AT1G67530.4
Q9CAG8	AT1G67480.3
Q9CAH0	AT1G72530.1
Q9CAH1	AT1G72540.1
Q9CAH4	AT1G72580.1
Q9CAH5	AT1G72590.1
Q9CAH6	AT1G72600.2
Q9CAI1	AT1G72660.3
Q9CAI2	AT1G72670.1
Q9CAI3	AT1G72680.1
Q9CAI4	AT1G72690.1
Q9CAI5	AT1G72710.1
Q9CAI6	AT1G72720.1
Q9CAI7	AT1G72730.1
Q9CAJ0	AT1G72770.4
Q9CAJ1	AT1G72790.1
Q9CAJ2	AT1G72800.1
Q9CAJ7	AT1G63830.3
Q9CAJ8	AT1G63840.1
Q9CAJ9	AT1G63850.1
Q9CAK0	AT1G63870.1
Q9CAK1	AT1G63880.1
Q9CAK4	AT1G63930.1
Q9CAK6	AT1G63950.2
Q9CAK8	AT1G63970.1
